此段落最初的2-5句話,此段落最末的2-5句話,段落大意
兩人按轡徐行，走向無錫。行出數裡，忽見道旁松樹上懸著一具屍體，瞧服色是西夏武士。再行出數丈，山坡旁又躺著兩具西夏武士的死屍，傷口血漬未幹，死去未久。,王語嫣道：「這人武功極高，舉手殺人，不費吹灰之力，真是了不起。咦，那邊是誰來了？」,段譽和王語嫣兩人發現林裡有很多西夏武士剛死的屍體，知道有高手來過了。
只見大道上兩乘馬並轡而來，馬上人一穿紅衫，一穿綠衫，正是朱碧雙姝。段譽大喜，叫道：「阿朱姑娘，阿碧小……姑娘，你們脫險啦！好啊，妙極！妙之極矣！」,段譽聽到她親口說「是段公子救了我的」這句話，全身輕飄飄的如入雲端，跟著腦中一陣暈眩，幾乎便要從馬背上摔將下來。,段譽看到阿朱和阿碧都平安無事，四個人相聚在一起，非常高興。
阿朱道：「是啊，我和阿碧中了毒，迷迷糊糊地動彈不得，和丐幫眾人一起，都給那些西夏蠻子上了綁，放在馬背上。,阿朱道：「是啊。我說：‘喬幫主，咱姊妹中了毒，勞你的駕，在西夏蠻子身上找找解藥。’喬幫主在一名西夏武士屍身上搜出了一隻小瓷瓶，是香是臭，也不用說了。」,阿朱說她和阿碧都中了毒，被西夏武士抓住了。是喬幫主救了她們兩個，也幫忙拿了很臭的解藥讓她們解毒。
王語嫣問道：「喬幫主呢？」阿朱道：「他聽說丐幫人都中毒遭擒，說要救他們去，急匆匆地去了。他又問起段公子，甚是關懷。」,阿朱道：「丐幫的人不識好歹，將好好一位幫主趕了出來，現下自作自受，正是活該。依我說呢，喬幫主壓根兒不用去相救，讓他們多吃些苦頭，瞧他們還不趕不趕人？」段譽道：「我這把兄香火情重，他寧可別人負他，自己卻不肯負人。」,王語嫣詢問喬幫主的下落，阿朱答他去拯救中毒的丐幫人了，並認為丐幫人將喬幫主趕出來是自作自受。
阿碧問道：「王姑娘，咱們現下去哪裡？」王語嫣道：「我和段公子本來商量著要來救你們兩個。現下四個人都平平安安，真再好不過。丐幫的事跟咱們不相干，依我說，咱們去少林寺尋你家公子去吧。」,段譽知道她們在談論自己的蠢事，心想自己雖醜態百出，終於還是保護王語嫣周全，不由得又羞慚，又有些驕傲；見這三個少女相互間十分親密，把自己全然當做了外人，此刻已是如此，待得見到慕容公子，自己自然更無容身之地，慕容複多半還會像包不同那樣，毫不客氣地將自己趕開，就算不趕吧，自己在勢也不得不遠遠避在一旁，想來實在無味之極，卻又無可奈何。,王語嫣決定要一起到少林寺找慕容公子，段譽心裡覺得不是滋味，但還是一起陪同前往少林寺。
行出數裡，穿過了一大片桑林，忽聽得林畔有兩個少年人的號哭之聲。四人縱馬上前，見是兩個十四五歲的小沙彌，僧袍上血漬斑斑，其中一人還傷了額頭。阿碧柔聲問道：「小師父，是誰欺侮你們麼？怎地受了傷？」,阿朱道：「你們快走遠些，若給那些番人捉到，別讓他們將你兩個宰來吃了。」兩個小沙彌一驚，踉踉蹌蹌地走了。,大家經過一片桑林時，發現兩個小沙彌受傷了。原來有番邦壞人抓了丐幫人到天寧寺惹事，並且殺了裡面的師父。
阿碧道：「丐幫眾人既都給囚在天寧寺裡，喬幫主趕向無錫城中，可撲了個空。」段譽道：「咱們去把丐幫這些傢伙救了出來，臊他們一臊，倒也不錯。」,王語嫣臉上一紅，低聲道：「段公子，我說錯了話，你還在惱我麼？」段譽忙道：「沒有，沒有，我怎敢惱你？」王語嫣嫣然一笑，道：「阿朱姊姊，你們卻到哪裡改裝去？」阿朱道：「須得到個小市鎮上，方能買到應用的物事。」,他們決定要喬裝進去天寧寺拯救丐幫人們：段譽喬裝為慕容公子，阿朱則喬裝成喬幫主。但段譽對於要喬裝成慕容公子感到很不是滋味。
四個人撥過馬頭，轉而向西，行出七八裡，到了一鎮，叫做馬郎橋。那市鎮甚小，並無客店，阿朱想出主意，雇了一艘船停在河裡，然後去買了衣物，關上船艙，在船中改裝。江南遍地都是小河，船隻之多，不下於北方的牲口。,兩人你瞧瞧我、我瞧瞧你，各自思湧如潮，不知阿朱、阿碧早到後艙改裝去了。,四個人租了一艘船，在船上進行喬裝。
過了良久，忽聽得一個男子的聲音粗聲道：「啊，你在這兒，找得我做哥哥的好苦。」段譽一驚，抬起頭來，見說話的正是喬峰，不禁大喜，說道：「大哥，是你，那好極了。咱們正想改扮了你去救人，現下你親自到來，阿朱姊姊也不用喬裝改扮了。」,不知她在手上塗了什麼東西，一隻柔膩粉嫩的小手，伸出來時居然也是黑黝黝地，雖不及喬峰手掌粗大，但旁人一時之間卻也難以分辨。,阿朱喬裝打扮成喬峰，效果非常相似，段譽以為她就是真正的喬峰。
阿朱和段譽乘馬來到離天寧寺五裡之外，生怕給寺中西夏武士聽到蹄聲，將坐騎系在一家農家的牛棚中，步行而前。,說話之間，各人已進了大殿，赫連鐵樹請段譽上座，段譽卻以首位相讓阿朱。,阿朱和段譽來到天寧寺，大家都沒發現他們是喬裝打扮的假喬峰和假慕容複，很恭敬地請他們進去。
